area,part_of,ts,cases,fatalities,recovered,tested,hospitalized,ventilated
Kanton Sarajevo,FBiH,2020-07-04,678,7,152,14246,,
Kanton Sarajevo,FBiH,2020-07-05,692,7,152,14478,,
Kanton Sarajevo,FBiH,2020-07-06,705,9,178,14689,,
Kanton Sarajevo,FBiH,2020-07-07,768,9,179,15081,,
Kanton Sarajevo,FBiH,2020-07-08,806,9,189,15498,,
Kanton Sarajevo,FBiH,2020-07-09,892,12,205,15866,,
Kanton Sarajevo,FBiH,2020-07-10,952,13,218,16242,,
Kanton Sarajevo,FBiH,2020-07-11,1008,13,218,16482,,
Kanton Sarajevo,FBiH,2020-07-12,1027,13,218,16572,,
Kanton Sarajevo,FBiH,2020-07-13,1103,14,220,16864,,
Kanton Sarajevo,FBiH,2020-07-14,1139,14,221,17102,,
Kanton Sarajevo,FBiH,2020-07-15,1229,15,259,17467,,
Kanton Sarajevo,FBiH,2020-07-16,1275,16,259,17834,,
Kanton Sarajevo,FBiH,2020-07-17,1347,18,259,18229,,
Kanton Sarajevo,FBiH,2020-07-18,1417,19,259,18392,,
Kanton Sarajevo,FBiH,2020-07-19,1476,19,372,18520,,
Kanton Sarajevo,FBiH,2020-07-20,1532,20,433,18805,,
Kanton Sarajevo,FBiH,2020-07-21,1615,22,475,19149,,
Kanton Sarajevo,FBiH,2020-07-22,1692,22,522,19518,,
Kanton Sarajevo,FBiH,2020-07-23,1765,23,599,19849,,
Kanton Sarajevo,FBiH,2020-07-24,1844,25,665,20225,,
Kanton Sarajevo,FBiH,2020-07-25,1899,25,717,20532,,
Kanton Sarajevo,FBiH,2020-07-26,1973,25,717,20645,,
Kanton Sarajevo,FBiH,2020-07-27,2070,27,745,20962,,
Kanton Sarajevo,FBiH,2020-07-28,2130,29,850,21319,,
Kanton Sarajevo,FBiH,2020-07-29,2198,31,937,21722,,
Kanton Sarajevo,FBiH,2020-07-30,2351,34,1144,22262,,
Kanton Sarajevo,FBiH,2020-07-31,2418,38,1161,22644,,
Kanton Sarajevo,FBiH,2020-08-01,2457,39,1161,22715,,
Kanton Sarajevo,FBiH,2020-08-02,2524,39,1161,22895,,
Kanton Sarajevo,FBiH,2020-08-03,2669,39,1255,23334,,
Kanton Sarajevo,FBiH,2020-08-04,2773,42,1351,23763,,
Kanton Sarajevo,FBiH,2020-08-05,2837,42,1360,23982,,
Kanton Sarajevo,FBiH,2020-08-06,2905,42,1531,24130,,
Kanton Sarajevo,FBiH,2020-08-07,2988,45,1541,24443,,
Kanton Sarajevo,FBiH,2020-08-08,3043,50,1724,24670,,
Kanton Sarajevo,FBiH,2020-08-09,3075,51,1775,24971,,
Kanton Sarajevo,FBiH,2020-08-10,3096,54,1858,25195,,
Kanton Sarajevo,FBiH,2020-08-11,3153,56,1976,25666,,
Kanton Sarajevo,FBiH,2020-08-12,3177,57,2059,26006,,
Kanton Sarajevo,FBiH,2020-08-13,3224,58,2119,26403,,
Kanton Sarajevo,FBiH,2020-08-14,3285,59,2223,26748,,
Kanton Sarajevo,FBiH,2020-08-15,3348,59,2306,27004,,
Kanton Sarajevo,FBiH,2020-08-16,3364,59,2306,27267,,
Kanton Sarajevo,FBiH,2020-08-17,3395,62,2451,27621,,
Kanton Sarajevo,FBiH,2020-08-18,3442,62,2586,27921,,
Kanton Sarajevo,FBiH,2020-08-19,3481,62,2672,28314,,
Kanton Sarajevo,FBiH,2020-08-20,3541,62,2684,28667,,
Kanton Sarajevo,FBiH,2020-08-21,3584,64,2866,29062,,
Kanton Sarajevo,FBiH,2020-08-22,3618,64,2951,29154,,
Kanton Sarajevo,FBiH,2020-08-23,3621,64,3006,29312,,
Kanton Sarajevo,FBiH,2020-08-24,3678,64,3009,29566,,
Kanton Sarajevo,FBiH,2020-08-25,3724,66,3071,29947,,
Kanton Sarajevo,FBiH,2020-08-26,3762,66,3078,30262,,
Kanton Sarajevo,FBiH,2020-08-27,3815,68,3191,30640,,
Kanton Sarajevo,FBiH,2020-08-28,3849,69,3266,30941,,
Kanton Sarajevo,FBiH,2020-08-29,3867,69,3312,31075,,
Kanton Sarajevo,FBiH,2020-08-30,3871,69,3312,31175,,
Kanton Sarajevo,FBiH,2020-08-31,3896,70,3312,31431,,
Kanton Sarajevo,FBiH,2020-09-01,3927,70,3312,31866,,
Kanton Sarajevo,FBiH,2020-09-02,3955,70,3408,32194,,
Kanton Sarajevo,FBiH,2020-09-03,4000,70,3454,32675,,
Kanton Sarajevo,FBiH,2020-09-04,4036,70,3454,32799,,
Kanton Sarajevo,FBiH,2020-09-05,4037,72,3454,32810,,
Kanton Sarajevo,FBiH,2020-09-06,4037,72,3454,32810,,
Kanton 10,FBiH,2020-02-21,0,0,0,0,,
Kanton 10,FBiH,2020-02-22,0,0,0,0,,
Kanton 10,FBiH,2020-02-23,0,0,0,0,,
Kanton 10,FBiH,2020-02-24,0,0,0,0,,
Kanton 10,FBiH,2020-02-25,0,0,0,0,,
Kanton 10,FBiH,2020-02-26,0,0,0,0,,
Kanton 10,FBiH,2020-02-27,0,0,0,0,,
Kanton 10,FBiH,2020-02-28,0,0,0,0,,
Kanton 10,FBiH,2020-02-29,0,0,0,0,,
Kanton 10,FBiH,2020-03-01,0,0,0,0,,
Kanton 10,FBiH,2020-03-02,0,0,0,0,,
Kanton 10,FBiH,2020-03-03,0,0,0,0,,
Kanton 10,FBiH,2020-03-04,0,0,0,0,,
Kanton 10,FBiH,2020-03-05,0,0,0,0,,
Kanton 10,FBiH,2020-03-06,0,0,0,0,,
Kanton 10,FBiH,2020-03-07,0,0,0,0,,
Kanton 10,FBiH,2020-03-08,0,0,0,0,,
Kanton 10,FBiH,2020-03-09,0,0,0,0,,
Kanton 10,FBiH,2020-03-10,0,0,0,0,,
Kanton 10,FBiH,2020-03-11,0,0,0,0,,
Kanton 10,FBiH,2020-03-12,0,0,0,0,,
Kanton 10,FBiH,2020-03-13,0,0,0,0,,
Kanton 10,FBiH,2020-03-14,0,0,0,0,,
Kanton 10,FBiH,2020-03-15,0,0,0,0,,
Kanton 10,FBiH,2020-03-16,0,0,0,0,,
Kanton 10,FBiH,2020-03-17,0,0,0,0,,
Kanton 10,FBiH,2020-03-18,0,0,0,0,,
Kanton 10,FBiH,2020-03-19,0,0,0,1,,
Kanton 10,FBiH,2020-03-20,0,0,0,1,,
Kanton 10,FBiH,2020-03-21,0,0,0,1,,
Kanton 10,FBiH,2020-03-22,0,0,0,1,,
Kanton 10,FBiH,2020-03-23,0,0,0,1,,
Kanton 10,FBiH,2020-03-24,0,0,0,6,,
Kanton 10,FBiH,2020-03-25,0,0,0,7,,
Kanton 10,FBiH,2020-03-26,0,0,0,7,,
Kanton 10,FBiH,2020-03-27,0,0,0,12,,
Kanton 10,FBiH,2020-03-28,0,0,0,12,,
Kanton 10,FBiH,2020-03-29,0,0,0,14,,
Kanton 10,FBiH,2020-03-30,0,0,0,14,,
Kanton 10,FBiH,2020-03-31,0,0,0,16,,
Kanton 10,FBiH,2020-04-01,0,0,0,16,,
Kanton 10,FBiH,2020-04-02,0,0,0,16,,
Kanton 10,FBiH,2020-04-03,0,0,0,23,,
Kanton 10,FBiH,2020-04-04,1,0,0,25,,
Kanton 10,FBiH,2020-04-05,5,0,0,32,,
Kanton 10,FBiH,2020-04-06,6,0,0,34,,
Kanton 10,FBiH,2020-04-07,10,0,0,46,,
Kanton 10,FBiH,2020-04-08,12,0,0,48,,
Kanton 10,FBiH,2020-04-09,15,0,0,52,,
Kanton 10,FBiH,2020-04-10,19,0,0,66,,
Kanton 10,FBiH,2020-04-11,22,1,0,71,,
Kanton 10,FBiH,2020-04-12,25,1,0,83,,
Kanton 10,FBiH,2020-04-13,25,1,0,99,,
Kanton 10,FBiH,2020-04-14,25,1,1,99,,
Kanton 10,FBiH,2020-04-15,29,1,1,115,,
Kanton 10,FBiH,2020-04-16,29,1,1,129,,
Kanton 10,FBiH,2020-04-17,36,1,1,138,,
Kanton 10,FBiH,2020-04-18,36,1,1,157,,
Kanton 10,FBiH,2020-04-19,36,1,1,171,,
Kanton 10,FBiH,2020-04-20,36,1,1,171,,
Kanton 10,FBiH,2020-04-21,37,1,2,190,,
Kanton 10,FBiH,2020-04-22,38,1,2,196,,
Kanton 10,FBiH,2020-04-23,38,1,2,200,,
Kanton 10,FBiH,2020-04-24,41,1,2,212,,
Kanton 10,FBiH,2020-04-25,41,1,3,227,,
Kanton 10,FBiH,2020-04-26,41,1,3,247,,
Kanton 10,FBiH,2020-04-27,41,1,3,247,,
Kanton 10,FBiH,2020-04-28,41,1,4,267,,
Kanton 10,FBiH,2020-04-29,41,1,4,273,,
Kanton 10,FBiH,2020-04-30,41,1,4,288,,
Kanton 10,FBiH,2020-05-01,41,1,5,293,,
Kanton 10,FBiH,2020-05-02,41,1,5,294,,
Kanton 10,FBiH,2020-05-03,41,1,5,296,,
Kanton 10,FBiH,2020-05-04,41,1,5,297,,
Kanton 10,FBiH,2020-05-05,41,1,5,310,,
Kanton 10,FBiH,2020-05-06,41,1,5,319,,
Kanton 10,FBiH,2020-05-07,41,1,13,355,,
Kanton 10,FBiH,2020-05-08,41,1,24,369,,
Kanton 10,FBiH,2020-05-09,41,1,28,380,,
Kanton 10,FBiH,2020-05-10,41,1,29,382,,
Kanton 10,FBiH,2020-05-11,41,2,35,400,,
Kanton 10,FBiH,2020-05-12,41,2,35,405,,
Kanton 10,FBiH,2020-05-13,41,2,37,408,,
Kanton 10,FBiH,2020-05-14,41,2,37,411,,
Kanton 10,FBiH,2020-05-15,41,2,37,425,,
Kanton 10,FBiH,2020-05-16,41,2,37,425,,
Kanton 10,FBiH,2020-05-17,41,2,37,425,,
Kanton 10,FBiH,2020-05-18,41,2,37,425,,
Kanton 10,FBiH,2020-05-19,41,2,38,433,,
Kanton 10,FBiH,2020-05-20,41,2,38,438,,
Kanton 10,FBiH,2020-05-21,41,2,38,441,,
Kanton 10,FBiH,2020-05-22,41,2,39,450,,
Kanton 10,FBiH,2020-05-23,41,2,39,450,,
Kanton 10,FBiH,2020-05-24,41,2,39,450,,
Kanton 10,FBiH,2020-05-25,41,2,39,451,,
Kanton 10,FBiH,2020-05-26,41,2,39,451,,
Kanton 10,FBiH,2020-05-27,41,2,39,468,,
Kanton 10,FBiH,2020-05-28,41,2,39,471,,
Kanton 10,FBiH,2020-05-29,41,2,39,474,,
Kanton 10,FBiH,2020-05-30,41,2,39,479,,
Kanton 10,FBiH,2020-05-31,41,2,39,479,,
Kanton 10,FBiH,2020-06-01,41,2,39,479,,
Kanton 10,FBiH,2020-06-02,41,2,39,488,,
Kanton 10,FBiH,2020-06-03,41,2,39,494,,
Kanton 10,FBiH,2020-06-04,41,2,39,502,,
Kanton 10,FBiH,2020-06-05,41,2,39,508,,
Kanton 10,FBiH,2020-06-06,41,2,39,510,,
Kanton 10,FBiH,2020-06-07,41,2,39,510,,
Kanton 10,FBiH,2020-06-08,41,2,39,512,,
Kanton 10,FBiH,2020-06-09,41,2,39,521,,
Kanton 10,FBiH,2020-06-10,41,2,39,521,,
Kanton 10,FBiH,2020-06-11,41,2,39,525,,
Kanton 10,FBiH,2020-06-12,41,2,39,531,,
Kanton 10,FBiH,2020-06-13,41,2,39,531,,
Kanton 10,FBiH,2020-06-14,41,2,39,531,,
Kanton 10,FBiH,2020-06-15,41,2,39,531,,
Kanton 10,FBiH,2020-06-16,41,2,39,542,,
Kanton 10,FBiH,2020-06-17,41,2,39,546,,
Kanton 10,FBiH,2020-06-18,41,2,39,547,,
Kanton 10,FBiH,2020-06-19,41,2,39,549,,
Kanton 10,FBiH,2020-06-20,41,2,39,552,,
Kanton 10,FBiH,2020-06-21,41,2,39,552,,
Kanton 10,FBiH,2020-06-22,41,2,39,555,,
Kanton 10,FBiH,2020-06-23,41,2,39,559,,
Kanton 10,FBiH,2020-06-24,41,2,39,559,,
Kanton 10,FBiH,2020-06-25,41,2,39,566,,
Kanton 10,FBiH,2020-06-26,41,2,39,567,,
Kanton 10,FBiH,2020-06-27,41,2,39,568,,
Kanton 10,FBiH,2020-06-28,41,2,39,568,,
Kanton 10,FBiH,2020-06-29,41,2,39,616,,
Kanton 10,FBiH,2020-06-30,43,2,39,629,,
Kanton 10,FBiH,2020-07-01,43,2,39,634,,
Kanton 10,FBiH,2020-07-02,45,2,39,662,,
Kanton 10,FBiH,2020-07-03,45,2,39,662,,
Kanton 10,FBiH,2020-07-04,45,2,39,667,,
Kanton 10,FBiH,2020-07-05,45,2,39,701,,
Kanton 10,FBiH,2020-07-06,45,2,39,712,,
Kanton 10,FBiH,2020-07-07,45,2,39,722,,
Kanton 10,FBiH,2020-07-08,45,2,39,729,,
Kanton 10,FBiH,2020-07-09,45,2,39,735,,
Kanton 10,FBiH,2020-07-10,45,2,39,755,,
Kanton 10,FBiH,2020-07-11,45,2,39,755,,
Kanton 10,FBiH,2020-07-12,45,2,39,756,,
Kanton 10,FBiH,2020-07-13,45,2,39,756,,
Kanton 10,FBiH,2020-07-14,45,2,39,765,,
Kanton 10,FBiH,2020-07-15,45,2,39,767,,
Kanton 10,FBiH,2020-07-16,46,2,39,777,,
Kanton 10,FBiH,2020-07-17,47,2,39,802,,
Kanton 10,FBiH,2020-07-18,49,2,39,822,,
Kanton 10,FBiH,2020-07-19,49,2,42,827,,
Kanton 10,FBiH,2020-07-20,49,2,43,831,,
Kanton 10,FBiH,2020-07-21,50,2,43,852,,
Kanton 10,FBiH,2020-07-22,51,2,43,870,,
Kanton 10,FBiH,2020-07-23,55,2,43,904,,
Kanton 10,FBiH,2020-07-24,56,2,44,911,,
Kanton 10,FBiH,2020-07-25,56,2,44,912,,
Kanton 10,FBiH,2020-07-26,59,2,44,942,,
Kanton 10,FBiH,2020-07-27,59,2,44,946,,
Kanton 10,FBiH,2020-07-28,60,2,46,991,,
Kanton 10,FBiH,2020-07-29,60,2,46,993,,
Kanton 10,FBiH,2020-07-30,63,2,46,1018,,
Kanton 10,FBiH,2020-07-31,63,2,46,1018,,
Kanton 10,FBiH,2020-08-01,66,2,48,1056,,
Kanton 10,FBiH,2020-08-02,71,2,51,1092,,
Kanton 10,FBiH,2020-08-03,71,2,51,1094,,
Kanton 10,FBiH,2020-08-04,75,2,52,1131,,
Kanton 10,FBiH,2020-08-05,75,2,52,1133,,
Kanton 10,FBiH,2020-08-06,76,2,52,1134,,
Kanton 10,FBiH,2020-08-07,77,2,52,1140,,
Kanton 10,FBiH,2020-08-08,80,2,53,1155,,
Kanton 10,FBiH,2020-08-09,81,2,53,1159,,
Kanton 10,FBiH,2020-08-10,84,2,53,1172,,
Kanton 10,FBiH,2020-08-11,85,2,55,1212,,
Kanton 10,FBiH,2020-08-12,86,2,55,1213,,
Kanton 10,FBiH,2020-08-13,100,2,58,1263,,
Kanton 10,FBiH,2020-08-14,104,2,59,1269,,
Kanton 10,FBiH,2020-08-15,122,2,62,1329,,
Kanton 10,FBiH,2020-08-16,122,2,62,1329,,
Kanton 10,FBiH,2020-08-17,123,2,62,1332,,
Kanton 10,FBiH,2020-08-18,129,2,63,1362,,
Kanton 10,FBiH,2020-08-19,145,2,65,1429,,
Kanton 10,FBiH,2020-08-20,179,2,69,1511,,
Kanton 10,FBiH,2020-08-21,198,2,69,1573,,
Kanton 10,FBiH,2020-08-22,215,2,70,1628,,
Kanton 10,FBiH,2020-08-23,215,2,70,1628,,
Kanton 10,FBiH,2020-08-24,215,2,70,1630,,
Kanton 10,FBiH,2020-08-25,251,2,71,1730,,
Kanton 10,FBiH,2020-08-26,271,3,71,1799,,
Kanton 10,FBiH,2020-08-27,302,4,74,1874,,
Kanton 10,FBiH,2020-08-28,326,5,80,1926,,
Kanton 10,FBiH,2020-08-29,361,5,88,2040,,
Kanton 10,FBiH,2020-08-30,363,5,88,2045,,
Kanton 10,FBiH,2020-08-31,365,5,88,2052,,
Kanton 10,FBiH,2020-09-01,412,6,95,2207,,
Kanton 10,FBiH,2020-09-02,443,6,95,2285,,
Kanton 10,FBiH,2020-09-03,473,6,117,2373,,
Kanton 10,FBiH,2020-09-04,511,6,134,2457,,
Kanton 10,FBiH,2020-09-05,529,6,143,2523,,
Kanton 10,FBiH,2020-09-06,529,6,143,2523,,
